iso2c,country,year,SP.POP.TOTL,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
FI,Finland,2005,5246096,10.4416019073993,45358.5616425923,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2006,5266268,12.4898654986795,47004.6158133285,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2007,5288720,12.0520265773193,49285.2720478322,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2008,5313399,10.7213565177394,49440.9681797545,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2009,5338871,10.0012131778423,45231.9617393544,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2010,5363352,11.5465656552097,46459.9732548543,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2011,5388272,10.5158915511318,47423.2104278239,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2012,5413971,9.05308173981723,46538.5774283497,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2013,5438972,8.67166699883728,45906.7993409582,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2014,5461512,8.64796415351646,45550.498136449,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FI,Finland,2015,5479531,7.77564229493364,45647.4887204566,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FJ,Fiji,1995,775425,0.983636070541961,3123.20740614215,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,1996,784386,1.04719870063974,3235.72850900733,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,1997,792736,0.999162394542445,3131.2099301146,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,1998,800157,0.962398629269006,3142.49796380533,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,1999,806303,0.973254471333977,3392.9763183624,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2000,811006,1.03995531475723,3315.95449234948,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2001,813925,1.29753478514605,3370.14365297708,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2002,815257,1.09300625446945,3472.30574158412,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2003,816076,1.28512785573893,3503.5091817889,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2004,817860,1.65446775731788,3681.14790773598,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2005,821604,1.33450299657743,3690.02376489353,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2006,827870,1.47057388237284,3729.9343473111,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2007,836190,1.38577596000909,3661.40875555164,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2008,845361,1.05842119520536,3659.09210381641,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2009,853637,0.927879180494754,3573.39255030914,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2010,859818,1.42019706496026,3652.52743714193,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2011,863449,1.26133564344854,3735.55831531407,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2012,865069,1.22506181587827,3781.18454181843,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2013,865608,1.54625996987089,3957.72816897219,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2014,866453,1.90025656325271,4175.4240196469,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FJ,Fiji,2015,868627,2.48230368155722,4359.22015083318,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FM,"Micronesia, Fed. Sts.",1995,107529,0.98897041728278,2720.36898961491,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",1996,108321,0.981739459569243,2614.53946913283,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",1999,107781,1.02068082500626,2573.63415693441,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2000,107402,1.16085361538891,2707.56199905807,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2001,107173,1.57392253645974,2772.16191699353,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2002,107030,1.33619545921704,2791.04965138618,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2003,106901,1.33780787831732,2838.34913928664,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2004,106625,1.34127080890973,2758.04443825915,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2005,106129,1.14022557453665,2827.51311591979,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2006,105371,1.14842793558,2845.54486368506,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2007,104444,1.26395005936195,2818.08747521974,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2008,103543,1.06245714340902,2774.14558159908,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2009,102975,1.42442340373877,2819.93892594743,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2010,102911,0.997716473457648,2885.44567636113,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2011,103450,1.1343064282262,2961.9370189298,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2012,104506,1.19302241019654,2877.27228753759,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2013,105926,1.28088476861205,2734.24317264804,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2014,107446,1.26276455149563,2633.40918218932,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",2015,108895,1.31331098764865,2718.46155139885,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",1997,108480,1.01410398230089,2452.47398062619,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FM,"Micronesia, Fed. Sts.",1998,108208,1.0844299866923,2528.7225952912,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
FO,Faroe Islands,1995,45625,12.5381260273973,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,1996,45615,13.1839964923819,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,1999,46436,13.582651391162,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2000,46735,14.7511714988766,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,1997,45796,12.8916717617259,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,1998,46096,13.5237330787921,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2003,47432,15.4621352673301,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2004,47600,15.7157142857143,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2001,46997,16.2294614549865,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2002,47233,15.3720068596109,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2007,47825,14.4149712493466,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2008,47820,13.1895441237976,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2009,47808,12.0423150937082,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2010,47814,13.1911992303509,48530.2338492813,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2011,47823,11.8851807707588,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2012,47843,12.340091549443,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2013,47892,14.1651006431137,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2014,47960,12.462906588824,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2015,48051,12.6682483194939,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2005,47722,15.1376513976782,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FO,Faroe Islands,2006,47792,14.19473970539,NA,FRO,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
FR,France,1995,59541899,5.86411829088622,33917.9262095309,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,1996,59753100,6.2809536074279,34275.6054052643,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,1999,60496718,6.09815783725656,37116.4107977125,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2000,60912500,5.94666546275395,38309.4427405638,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2001,61357430,6.1530605991809,38786.0858022319,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2002,61805267,6.06866447158945,38942.2812150806,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2003,62244886,6.11599810786062,38985.5358593536,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2004,62704895,6.12007856802886,39794.6355114869,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2005,63179351,6.09959885469542,40152.6928743383,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2006,63621381,5.90626638550961,40850.3555437969,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2007,64016225,5.76638534996401,41582.7997168242,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2008,64374984,5.69050185705677,41456.4834259857,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2009,64707040,5.43835706284818,40058.679756449,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2010,65027507,5.42898086189895,40638.33400426,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2011,65342780,5.07791110203759,41329.0353691755,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2012,65659809,5.07506234140888,41258.2747345168,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2013,65998687,5.06217196411801,41282.9908062445,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2014,66312067,4.57345972943356,41480.7696114841,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,2015,66548272,NA,41793.5447158876,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,1997,59964851,5.86281159941513,34952.5216187517,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
FR,France,1998,60186288,6.27126746876298,36073.6365823837,FRA,Europe & Central Asia,Paris,2.35097,48.8566,High income,Not classified
GA,Gabon,1997,1141338,4.20246763009731,11838.2832408118,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,1998,1170061,4.25600545612579,11949.282468711,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,1995,1084946,4.26204345654069,11365.7351334499,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,1996,1112955,4.28987155814925,11481.3458193997,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2001,1258003,3.81565306283053,10142.6509232799,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2002,1288315,3.54940290224052,9879.34623048923,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,1999,1199052,4.00936489826963,10618.7926941283,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2000,1228360,3.82115992054447,10170.2564480707,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2005,1390549,3.51523822605316,9675.42653304828,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2006,1430152,2.91790383120116,9143.47097135842,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2007,1472575,2.79648982225014,9413.58283593182,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2008,1518540,2.75289422734995,8826.626396463,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2009,1568928,2.71122702890126,8554.28310976306,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2010,1624140,2.95547366606327,8849.35529971507,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2011,1684635,2.93858907122314,9136.61456881311,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2012,1749682,2.89012117630518,9258.88197266208,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2013,1817071,2.9060394447988,9418.21973701202,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2014,1883800,2.8264592844251,9476.59973805069,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2015,1947686,2.70174196456718,9521.288558578,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2003,1319953,3.51711159412494,9859.2477036437,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GA,Gabon,2004,1353795,3.46169545610672,9679.07175731824,GAB,Sub-Saharan Africa,Libreville,9.45162,0.38832,Upper middle income,IBRD
GB,United Kingdom,1996,58166950,9.48023105904642,31363.9651364533,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,1997,58316954,9.04272085267005,32489.2077753022,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,1998,58487141,9.09440391350297,33575.408292517,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,1999,58682466,9.0476360690091,34610.8610527605,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2000,58892514,9.19954923303155,35672.9119698864,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2001,59119673,9.23317498728384,36592.8090728001,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2002,59370479,8.90412310805173,37285.177876807,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2003,59647577,9.05327783893049,38331.6056825266,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2004,59987905,8.98914012749737,39018.9510392376,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2005,60401206,8.98293853602857,39984.1674392449,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2006,60846820,8.89871022018899,40798.0653018924,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2007,61322463,8.61716368111307,41465.5454970381,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2008,61806995,8.44002773472485,41024.8110611627,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2009,62276270,7.56932268101478,38986.144513023,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2010,62766365,7.8493651496307,39435.8399018505,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2011,63258810,7.07316508167005,39731.4892839944,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2012,63700215,7.35101493770468,40039.7002444533,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2013,64128273,7.10981429361118,40623.3596766643,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2014,64602298,6.49734093050374,41376.754247755,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,2015,65116219,6.22023961495676,42017.1410723715,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GB,United Kingdom,1995,58019030,9.27484623579539,30679.5369882622,GBR,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified
GD,Grenada,1995,100288,1.49915244097001,4689.18509857326,GRD,Latin America & Caribbean,Saint George's,-61.7449,12.0653,Upper middle income,Blend
GD,Grenada,1996,101001,1.52487599132682,4862.73043799469,GRD,Latin America & Caribbean,Saint George's,-61.7449,12.0653,Upper middle income,Blend
GD,Grenada,1998,102021,1.7252918516776,5649.77067982845,GRD,Latin America & Caribbean,Saint George's,-61.7449,12.0653,Upper middle income,Blend
